178,"鹿"
tempera_(medium),"蛋彩画"
theatre_(medium),"剧场"
washi_tape_(medium),"和纸胶带"
whiteboard_(medium),"白板"
alstroemeria_(flower),"百合水仙"
amaryllis_(flower),"孤挺花"
anemone,"银莲花"
angel's_trumpet,"木曼陀罗"
azalea,"杜鹃花"
begonia,"秋海棠"
black-eyed_susan,"黑心金光菊"
bleeding_heart,"荷包牡丹"
blueberry_blossoms,"蓝莓花"
bougainvillea,"九重葛"
clivia,"君子兰"
clematis,"铁线莲"
columbine,"耬斗菜"
cockscomb_(flower),"青葙"
cosmos,"秋英/大波斯菊/秋樱"
crocus,"番紅花"
cymbidium,"蕙兰属"
dimorphotheca,"异果菊"
dianthus,"石竹"
dipsacaceae,"川续断科"
dusty_miller,"银叶菊"
edelweiss,"高山火绒草"
eustoma,"洋桔梗"
flax,"亚麻"
forget-me-not,"勿忘草"
forsythia,"连翘"
four_o'clock_(flower),"紫茉莉"
foxglove,"毛地黄"
freesia,"小苍兰"
hawthorn_(plant),"山楂"
hellebore,"铁筷子/嚏根草"
heliconia,"蝎尾蕉"
genista_(flower),"染料木属"
gentiana_(flower),"龙胆属"
geranium,"天竺葵属"
gloriosa_(flower),"嘉兰"
grass_lily,"伞花虎眼万年青"
great_burnet,"地榆"
jasmine,"素馨属/素英属/茉莉花"
iris,"鸢尾属"
kalanchoe,"长寿花/家乐花/矮生伽蓝菜/圣诞伽蓝菜/寿星花/布洛斯费尔德高凉菜"
kerria_japonica,"棣棠花/山吹"
lantana_(flower),"马缨丹属"
larkspur,"翠雀属"
lavender,"薰衣草"
lily,"百合属"
lisianthus_(flower),"洋桔梗属"
marsh_marigold,"驴蹄草/驴蹄菜/沼泽金盏花/立金花"
moonflower,"月光花/嫦娥奔月/天茄儿/天茄子/夜颜/夕颜"
gourd_blossom,"葫芦花(辐射76)"
nemophila,"粉蝶花属/喜林草属/幌菊属"
nigella,"黑种草"
oleander,"夹竹桃"
oncidium,"文心兰属"
gold_osmanthus,"金木犀"
passion_flower,"西番莲属"
paulownia,"毛泡桐"
pentas_(flower),"五星花属/繁星花属"
peony,"芍药属"
perennial,"多年生植物"
periwinkle,"蔓长春花属"
petunia_(flower),"碧冬茄属"
pieris_japonica,"马醉木"
pomegranate_flower,"石榴花"
portulaca,"马齿苋"
potato_flower,"土豆花"
potentilla,"委陵菜属"
rafflesia,"大花草属"
ranunculus,"毛茛属"
buttercup,"花毛茛"
red_ginger,"红姜花"
reimu,"灵梦花"
rhododendron,"杜鹃花属/映山红/满山红/山石榴"
rudbeckia,"金光菊"
snapdragon,"金鱼草"
snowdrop,"雪花莲属"
spathiphyllum,"白鹤芋属"
wax_flower,"风蜡花属"
wolfsbane,"乌头属"
violet,"堇菜属"
zinnia,"百日菊属"
black_lotus,"黑莲花"
silk_flower,"霓裳花(原神)"
coughing_flowers,"咳出花"
hanahaki_disease,"咳出花"
vomiting_flowers,"咳出花"
sole_female,"1个女人"
solo_female,"单人"
longhair,"长发"
breats,"胸部"
oppai,"胸部"
pov_eye_contact,"看着镜头"
short-hair,"短发"
shorthair,"短发"
mouth_open,"张开嘴"
blueeyes,"蓝色眼睛"
light_blue_eyes,"蓝色眼睛"
blondehair,"金发"
brown-hair,"棕发"
brownhair,"棕发"
chocolate_hair,"棕发"
shirt_only,"衬衫"
shirts,"衬衫"
black-hair,"黑发"
blackhair,"黑发"
hair_decs,"头饰"
insaneres,"超高分辨率"
very_high_resolution,"超高分辨率"
redeyes,"红色眼睛"
nude_thighhighs,"长筒袜"
thigh_highs,"长筒袜"
thighhgihs,"长筒袜"
thighhigh,"单大腿高"
thighhigs,"长筒袜"
thighighs,"长筒袜"
sole_male,"1个男人"
bad_skeb_id,"错误的id"
toho,"东方"
clevage,"乳沟"
overboob,"乳沟"
bareshoulders,"裸露的肩膀"
commentaries,"评论"
browneyes,"棕色眼睛"
light_brown_eyes,"棕色眼睛"
twintaiks,"双马尾"
jewelery,"首饰"
jewellery,"首饰"
shitagi,"内衣"
green-eyes,"绿色眼睛"
greeneyes,"绿色眼睛"
bluehair,"蓝发"
light_purple_eyes,"紫色眼睛"
purpleeyes,"紫色眼睛"
violet_eyes,"紫色眼睛"
clavicles,"锁骨"
pantie,"内裤"
panty,"内裤"
monochome,"单色"
monochorme,"单色"
animal_tails,"多尾"
shippo,"尾巴"
tails,"多尾"
translatied,"翻译"
translation,"翻译"
ribbon_in_hair,"发带"
ribbons_in_hair,"发带"
kancolle,"康泰系列"
kankore,"康泰系列"
gold_eyes,"金眼"
golden_eyes,"金眼"
hazel_eyes,"金眼"
hazeleyes,"金眼"
yelloweyes,"金眼"
purple-hair,"紫发"
purplehair,"紫发"
violet_hair,"紫发"
white_blouse,"白衬衫"
magenta_hair,"粉发"
pinkhair,"粉发"
butt_cheeks,"屁股"
buttocks,"屁股"
oshiri,"屁股"
rearend,"屁股"
hairbow,"蝴蝶结发饰"
b&w,"灰白图"
whitehair,"白发"
male_only,"男性焦点"
man,"男性焦点"
men,"男性焦点"
<3,"心"
hearts,"心"
panty_hose,"连裤袜"
red_head,"红发"
redhair,"红发"
sweating,"汗水"
translate_request,"翻译请求"
translation_requested,"翻译请求"
translationrequest,"翻译请求"
aqua_earrings,"耳环"
black_earrings,"耳环"
blue_earrings,"耳环"
brown_earrings,"耳环"
green_earrings,"耳环"
grey_earrings,"耳环"
pink_earrings,"耳环"
purple_earrings,"耳环"
red_earrings,"耳环"
white_earrings,"耳环"
yellow_earrings,"耳环"
greenhair,"绿发"
shoe,"鞋子"
sailor_fuku,"水手服"
manko,"阴户"
no_sleeves,"无袖"
pointy-ears,"尖耳朵"
leghighs,"袜子"
black_glove,"黑色手套"
puffy_shoulders,"蓬松的袖子"
long_pants,"裤子"
trousers,"裤子"
catears,"猫耳朵"
fgo,"fate/大订单"
white_glove,"白手套"
vtuber,"虚拟youtuber"
hairflower,"花发饰"
brown_skin,"肤色较深"
dark_skin_female,"肤色较深"
dark_skinned_female,"黑皮肤女性"
darkskin,"肤色较深"
hand_raised,"举手"
one_hand_raised,"举手"
raised_hand,"举手"
legs_spread,"张腿"
idol_master,"偶像大师"
idolm@ster,"偶像大师"
the_idolmaster,"偶像大师"
showing_armpits,"举手露腋"
pocket_monsters,"宠物小精灵"
pokemons,"宠物小精灵"
pok├®mon,"宠物小精灵"
gray_background,"灰色背景"
black_socks,"黑色腿装"
bags,"包"
artist_twitter,"推特用户名"
colored_nails,"指甲油"
nail_varnish,"指甲油"
nailpolish,"指甲油"
painted_nails,"指甲油"
sweat_drop,"汗珠"
sweat_drops,"汗珠"
sweatdrops,"汗珠"
black_boots,"黑色鞋类"
black_shoes,"黑色鞋类"
armour,"装甲"
bunny_ear,"兔耳朵"
rabbit_ear,"兔耳朵"
huge_breast,"巨乳(e)"
dark_eyes,"黑色眼睛"
highheels,"高跟鞋"
vaginal_penetration,"阴道"
vaginal_sex,"阴道"
flatchest,"贫乳(a)"
titty_buds,"贫乳(a)"
tsurupeta,"贫乳(a)"
covered_erect_nipples,"覆盖的乳头"
erect_nipplees,"覆盖的乳头"
errect_nipples,"覆盖的乳头"
cyan_eyes,"青色眼睛"
teal_eyes,"青色眼睛"
turquoise_eyes,"青色眼睛"
two-tone-hair,"两种发色"
two_tone_hair,"两种发色"
speech_balloon,"讲话泡泡"
text_bubble,"讲话泡泡"
word_bubble,"讲话泡泡"
english,"英文文本"
open_blazer,"开夹克"
open_track_jacket,"开夹克"
trees,"树"
cups,"杯子"
drinking_cup,"杯子"
short_puffy_sleeves,"蓬松的短袖"
alternate_costume_(official),"官方备用服装"
official_alternate_outfit,"官方备用服装"
adonis_belt,"腹股沟"
hip_lines,"腹股沟"
finger_nails,"指甲"
fingernail,"指甲"
soaked,"湿的"
genshin,"原神"
cat_tails,"猫尾巴"
black_blazer,"黑色夹克"
white_socks,"白色腿装"
see_through,"透明装"
bilan_hangxian,"碧蓝航线"
glistening_skin,"闪亮的皮肤"
cinderella_girls,"偶像大师灰姑娘女孩"
black_pillow,"枕头"
blue_pillow,"枕头"
green_pillow,"枕头"
grey_pillow,"枕头"
orange_pillow,"枕头"
pillows,"枕头"
pink_pillow,"枕头"
purple_pillow,"枕头"
red_pillow,"枕头"
white_pillow,"枕头"
yellow_pillow,"枕头"
books,"书"
tornclothes,"破烂衣服"
tagme_(artist),"艺术家请求"
leg,"腿"
knee_highs,"中筒袜"
hands_raised,"举起手来"
fur_lining,"皮草饰边"
pubichair,"阴毛"
symbol_shaped_pupils,"符号形瞳孔"
kitsunemimi,"狐狸耳朵"
one_piece_swimsuit,"一体式泳衣"
rori,"萝莉"
black_blouse,"黑色衬衫"
open_blouse,"开衫"
openshirt,"开衫"
shirt_open,"开衫"
censor_bar,"酒吧审查员"
sleeveless_blouse,"无袖衬衫"
embrace,"拥抱"
hugging,"拥抱"
odango,"双团子头"
cyan_hair,"水色头发"
teal_hair,"水色头发"
turquoise_hair,"水色头发"
descensored,"已删除"
black_hat,"黑色头饰"
completely_naked,"完全裸体"
yonkoma,"四格"
pussyjuice,"爱液"
clothed_navel,"覆盖肚脐"
tatoo,"纹身"
thigh_band,"腿带"
thigh_straps,"腿带"
thighband,"腿带"
muscles,"肌肉发达"
mantle,"披肩"
witchhat,"女巫帽"
mingri_fangzhou,"方舟骑士"
copyright_abbreviation,"版权名称"
copyright_title,"版权名称"
title_drop,"版权名称"
title_name,"版权名称"
fruits,"水果"
head_band,"穿过额头的带子"
button,"纽扣"
^^,"^^"
series_request,"版权请求"
nakadashi,"精液在阴部"
side_tie_bikini,"侧系带比基尼泳裤"
black_bikini_bottom,"黑色比基尼"
black_bikini_top,"黑色比基尼"
shadows,"影子"
glow,"发光"
bed_sheets,"床单"
bedsheet,"床单"
bedsheets,"床单"
sheet,"床单"
sheets,"床单"
reimu_hakurei,"博丽灵梦"
birds,"鸟"
animals,"动物"
leaves,"叶"
embarassed,"尴尬的"
embarrased,"尴尬的"
white_hat,"白色头饰"
copyright_notice,"含水印"
scars,"疤痕"
white_bikini_bottom,"白色比基尼"
white_bikini_top,"白色比基尼"
madoka_magica,"魔法少女小圆"
puella_magi_madoka_magica,"魔法少女小圆"
facial_marking,"面部标记"
facial_markings,"面部标记"
facial_marks,"面部标记"
pubic_hair_(female),"女性阴毛"
hair_tube,"圆柱形发饰(灵梦)"
lift_shirt,"衬衫升降机"
shirt_up,"衬衫升降机"
shirtlift,"衬衫升降机"
tank_top_lift,"衬衫升降机"
top_lift,"衬衫升降机"
doriru,"钻头卷"
drillhair,"钻头卷"
brown_boots,"棕色鞋类"
brown_shoes,"棕色鞋类"
holding_katana,"持剑"
thighthick,"粗腿"
heart_shaped_pupils,"心形瞳孔"
sole,"鞋底"
telephone,"电话"
emoji_commentary,"仅符号评论"
symbol_commentary,"仅符号评论"
fireemblem,"火徽"
lift_skirt,"掀起裙子"
lifted_skirt,"掀起裙子"
plush,"毛绒玩具"
plush_toy,"毛绒玩具"
stuffed_doll,"毛绒玩具"
flying_sweatdrop,"飞行的汗珠"
bunny_suit,"兔女郎"
bunnygirl,"兔女郎"
bunnysuit,"兔女郎"
six_pack,"绝对"
eyes_half_closed,"眼睛半闭"
sandal,"凉鞋"
erect_penis,"安装"
sunshine,"阳光"
cats,"猫"
neko,"猫"
scrunchy,"布面弹性发圈"
sukimizu,"死库水"
semen_on_body,"精液在身体上"
semen_on_lower_body,"精液在身体上"
semen_on_upper_body,"精液在身体上"
dark_skinned_male,"深色皮肤的男性"
white_boots,"白色鞋类"
white_shoes,"白色鞋类"
rings,"戒指"
ookamimimi,"狼耳朵"
asleep,"睡觉"
sleep,"睡觉"
cg_game,"游戏cg"
finalfantasy,"最终幻想"
lightbrown_hair,"浅褐发"
breast_grap,"揉胸"
hat_ribbons,"帽子上绑着丝带"
hatband,"帽子上绑着丝带"
katanas,"武士刀"
nuigurumi,"毛绒玩具"
plushie,"毛绒玩具"
plushies,"毛绒玩具"
plushy,"毛绒玩具"
stuffed_animals,"毛绒玩具"
girls_frontline,"少女前线"
legs_crossed,"二郎腿"
suspender,"吊带"
arms_outstretched,"伸双手"
cell_phone,"手机"
keitai,"手机"
mobile_phone,"手机"
bottles,"瓶子"
bugs,"错误"
insect,"错误"
insects,"错误"
flames,"火"
frilly_skirt,"荷叶边裙"
ruffled_skirt,"荷叶边裙"
knives,"刀"
pecs,"胸肌"
romance,"夫妇"
><,"><"
blue_blouse,"蓝色衬衫"
suntan,"晒黑的肤色"
tanned,"晒黑的肤色"
tanned_skin,"晒黑的肤色"
arm_outstretched,"伸单手"
blow_job,"口交"
blowjob,"口交"
felatio,"口交"
uma_musume,"赛马娘"
curtain,"窗帘"
drapes,"窗帘"
animalprint,"动物印花"
monstergirl,"怪物女孩"
puffy_shoulder_long_sleeves,"朱丽叶袖"
puffy_shoulders_long_sleeves,"朱丽叶袖"
from_behind_position,"从后面做爱"
taken_from_behind,"从后面做爱"
spikey_hair,"尖刺的头发"
pointed_teeth,"锋利的牙齿"
pointy_teeth,"锋利的牙齿"
spiked_teeth,"锋利的牙齿"
crescent_moon_symbol,"新月"
pantsu_pull,"内裤拉下来"
pantsupull,"内裤拉下来"
ruffled_sleeves,"有荷叶边的袖子"
blue_blazer,"蓝色夹克"
towels,"毛巾"
shaded_eyes,"阴影面"
shadow_over_eyes,"阴影面"
headwings,"头上长成翼"
gauntlet,"护手"
no_skirt,"没有裤子"
pantless,"没有裤子"
pantsless,"没有裤子"
skirtless,"没有裤子"
t_shirt,"t恤衬衫"
multi_tail,"多尾"
multi_tails,"多尾"
multiple_tail,"多尾"
multitail,"多尾"
multitails,"多尾"
shoulder_armour,"肩甲"
shimapan,"条纹内裤"
kissing,"吻"
one_thighhigh,"单大腿高"
butterflies,"蝴蝶"
tagme_(character),"字符请求"
3rd_eye,"第三只眼"
tennis_shoes,"运动鞋"
instruments,"仪器"
gems,"宝石"
gemstone,"宝石"
gemstones,"宝石"
jewel,"宝石"
jewels,"宝石"
precious_stone,"宝石"
precious_stones,"宝石"
red_blouse,"红衬衫"
red_boots,"红鞋"
red_shoes,"红鞋"
sex_toys,"性玩具"
boxes,"盒子"
pale,"肤色偏白"
paleskin,"肤色偏白"
tassels,"流苏"
tassle,"流苏"
music_note,"音符"
music_notes,"音符"
musical_notes,"音符"
admiral_(kantai_collection),"海军上将(舰娘)"
teitoku_(kantai_collection),"海军上将(舰娘)"
wet_clothing,"湿衣服"
wetclothes,"湿衣服"
pierced_ear,"穿耳洞"
pierced_ears,"穿耳洞"
side_tie_panties,"系带式内裤"
stars_(sky),"星星(天空)"
scenic,"风景"
dupe,"重复"
repost,"重复"
black_fingernails,"黑指甲"
settee,"沙发"
sofa,"沙发"
kotiya_sanae,"kochiya早苗"
interlaced_fingers,"十指相扣"
intertwined_fingers,"十指相扣"
pubic_hair_(male),"男性阴毛"
front_tie_top,"从正面打结的衣物"
fan,"手扇"
fan_(handheld),"手扇"
fans,"手扇"
bridal_gauntlet,"单新娘手套"
holding_drinking_glass,"拿着杯子"
holding_glass,"拿着杯子"
holding_mug,"拿着杯子"
holding_sakazuki,"拿着杯子"
holding_teacup,"拿着杯子"
mech,"机甲"
clothing_writing,"衣服写作"
text_on_clothes,"衣服写作"
crhistmas,"圣诞节"
cat_bell,"铃儿响叮当"
jingle_bells,"铃儿响叮当"
jinglebell,"铃儿响叮当"
jinglebells,"铃儿响叮当"
skintight,"皮肤紧"
skintightsuit,"皮肤紧"
ripped_pantyhose,"破掉的袜子"
feather_wings,"羽翼"
half-rim_glasses,"半无框眼镜"
half_rim_glasses,"半无框眼镜"
semi-rimless_glasses,"半无框眼镜"
semi_rimless_glasses,"半无框眼镜"
url,"网址"
translation_check,"检查翻译"
red_fingernails,"红指甲"
claw,"爪子"
carry,"用手臂支撑"
dust_particles,"光粒子"
crotch_veil,"遮挡胯下的方形布块"
pussy_veil,"遮挡胯下的方形布块"
waist_veil,"遮挡胯下的方形布块"
red_hat,"红色头饰"
dangan-ronpa,"弹丸论巴(系列)"
dangan_ronpa,"弹丸论巴(系列)"
rifles,"步枪"
clothes_aside,"除了衣服"
gray_shirt,"灰色衬衫"
grey_blouse,"灰色衬衫"
smart_phone,"智能手机"
multicolored_clothing,"五彩衣服"
vertical_striped,"竖条纹"
vertically_striped,"竖条纹"
horn,"单喇叭"
double_ears,"额外的耳朵"
lick,"舔"
licks,"舔"
finger_on_lips,"手指到嘴巴"
finger_on_mouth,"手指到嘴巴"
finger_to_lips,"手指到嘴巴"
close_up,"特写"
red_blazer,"红色夹克"
facial_scar,"脸上的疤痕"
androgyny,"雌雄同体"
buckles,"扣"
fullmoon,"满月"
pom_pom_(clothing),"绒球(衣服)"
striped_leggings,"条纹袜子"
blue_bikini_bottom,"蓝色比基尼"
blue_bikini_top,"蓝色比基尼"
spoiler,"剧透"
gifts,"礼物"
present,"礼物"
presents,"礼物"
pink_fingernails,"粉色指甲"
standing_in_liquid,"涉水"
walking_in_liquid,"涉水"
desks,"办公桌"
shinkaisei-kan,"深海船"
onani,"自慰"
no_face,"不露面"
dish,"盘子"
plates,"盘子"
aftersex,"性爱后"
curvaceous,"弯曲的"
voluptuous,"弯曲的"
broomstick,"扫帚"
cross_laced_footwear,"十字系带式鞋子"
o_ring,"o形圈"
folded_sleeves,"袖子卷起"
rolled-up_sleeves,"袖子卷起"
rolled_sleeves,"袖子卷起"
rolled_up_sleeves,"袖子卷起"
sleeves_rolled,"袖子卷起"
k-on,"轻音少女"
k-on!!,"轻音少女"
keion,"轻音少女"
keion!,"轻音少女"
kon!,"轻音少女"
eye_shadow,"眼影"
gray_skirt,"灰色裙子"
cowgirl_(position),"女上正骑"
gijinka,"拟人"
headwear_off,"头饰已移除"
platter,"托盘"
serving_tray,"托盘"
zippers,"拉链"
blue_hat,"蓝色头饰"
tan_line,"晒痕"
tan_lines,"晒痕"
tanline,"晒痕"
long_hair_tied_low,"长发低马尾"
jpegartifacts,"jpeg压缩失真"
bright_background,"逆光照明"
one_glove,"单只手套"
ex-meiling,"洪美玲"
evangelion,"新世纪福音战士"
hand_behind_back,"手臂在背后"
long_puffy_sleeves,"蓬松的长袖"
blue_fingernails,"蓝色指甲"
red_bikini_bottom,"红色比基尼"
red_bikini_top,"红色比基尼"
red-framed_glasses,"红框眼镜"
red-rimmed_glasses,"红框眼镜"
red_framed_glasses,"红框眼镜"
bubbles,"气泡"
bolero,"短夹克"
shiny_colors,"偶像大师闪亮的颜色"
frilled_bikini_bottom,"褶边比基尼"
hand,"手"
inner_tube,"内胎"
swim_ring,"内胎"
suzumiya_haruhi_no_yuutsu,"凉宫春日的悠悠"
the_melancholy_of_haruhi_suzumiya,"凉宫春日的悠悠"
cfnm,"穿衣服的女性裸体男性"
clothed_female_naked_male,"穿衣服的女性裸体男性"
nmcf,"穿衣服的女性裸体男性"
nude_male_clothed_female,"穿衣服的女性裸体男性"
hand_behind_head,"单手举过头"
vein,"静脉"
veiny,"静脉"
bowls,"碗"
black-framed_glasses,"黑框眼镜"
pokemon_shield,"宠物小精灵swsh"
pokemon_sword,"宠物小精灵swsh"
1draw,"一小时绘画挑战"
wandoro,"一小时绘画挑战"
holding_cellphone,"拿着电话"
cum_drip,"精液滴"
open_pussy,"张开阴道"
pussy_spread,"张开阴道"
spread_vagina,"张开阴道"
spreadpussy,"张开阴道"
schoolbag,"学生包"
sunhat,"遮阳帽"
pauldron,"肩铠"
spaulders,"肩铠"
pink_blouse,"粉色衬衫"
pockets,"口袋"
under-rim_glasses,"带框眼镜"
under_rim_glasses,"带框眼镜"
cumshot_in_mouth,"精液在嘴里"
oral_cumshot,"精液在嘴里"
semen_in_mouth,"精液在嘴里"
shirtless,"裸照男"
edited,"第三方编辑"
photoshopped,"第三方编辑"
skulls,"头骨"
hand_on_hair,"手握着头发"
new_years,"新年"
newyear,"新年"
toenail,"脚趾甲"
kaga_(kantai_collection),"加贺(舰娘)"
shields,"盾牌"
inubashiri_momizi,"犬走红叶"
spears,"矛"
v-arms,"v武器"
masturbation_(female),"女性手淫"
animal_paws,"动物手"
paw,"动物手"
paws,"动物手"
o.o,"哦"
breastsqueeze,"从两侧挤胸"
dogs,"狗"
hair_tied,"扎头发"
priconne,"公主链接"
princess_connect!_re:dive,"公主链接"
stuffed_bear,"泰迪熊"
teddybear,"泰迪熊"
knees_together,"双腿并拢"
knees_together_feet_together,"双腿并拢"
impossible_clothing,"不可能的衣服"
grabbing_ass,"屁股抓"
squeezing_ass,"屁股抓"
mister_x,"无脸男"
blue_boots,"蓝色鞋"
blue_shoes,"蓝色鞋"
one_earring,"单耳环"
hat_off,"帽子取下"
